x; ; ; ; ; ; ; ; ; ; ; ;.; ; ;x;x; ; ; ; ; ; ; ;.; ; ;x;x; ;.; ; ; ; ; ; ; ; ;x;x; ;.; ; ; ; ; ; ; ; ; ; ; ; ;x;
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;
 ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;-;-;-;-;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;p; ; ; ;i; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ;.; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ;
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;
 ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ;.; ; ;x;x; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ;x;x; ;.; ; ;x; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ;
x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;.; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ;.; ; ;x;x; ;.; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ;.; ; ;x;
x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;
x; ;.; ; ;x;x;x;x;x;x; ;.; ; ;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x; ;.; ; ;x;x;x;x;x;x; ;.; ; ;x;
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x;
x; ;o; ;.; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ; ; ; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ;.; ;o; ; ;x;
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x;
x; ; ; ; ; ;.; ; ;x;x; ;.; ; ; ; ; ;.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ;.; ; ;x;x; ;.; ; ; ; ; ; ;x;
x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;
x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ; ;x;x; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;.; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ;.; ; ;x;x; ;.; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ;.; ; ;x;
x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;
x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;x; ;.; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;.; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ;.; ; ;x;
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x; ;P; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;
